id,State,match,year,Population,Violent_Crime_rate,MNMR,MNMR_rank,rape,rape_rank,robbery_rate,robbery_rate_rank,assault_rate,assault_rate_rank,property_crime_rate,property_crime_rate_rank,burglary_rate,burglary_rate_rank,larceny_theft_rate,larceny_theft_rate_rank,motor_vehicle_theft_rate,motor_vehicle_theft_rate_rank
UT,Utah,49,1992,1813000,290.5,3,44,45.4,17,55.9,41,186.2,41,5368,13,885,35,4245.1,4,237.9,39
MN,Minnesota,27,1992,4480000,338,3.3,43,41.1,27,109.5,35,184.1,42,4252.7,31,889.7,34,3007.8,25,355.2,31
ID,Idaho,16,1992,1067000,281.4,3.5,42,31.8,37,21.5,47,224.7,37,3714.7,42,743.6,40,2813.8,31,157.4,46
HI,Hawaii,15,1992,1160000,258.4,3.6,38,37.9,29,99.2,37,117.7,46,5853.5,5,1121.2,19,4357.2,3,375.1,29
MA,Massachusetts,25,1992,5998000,779,3.6,39,36.1,33,184.4,18,555,8,4223.8,33,1072.3,26,2361,44,790.5,8
RI,Rhode Island,44,1992,1005000,394.5,3.6,40,30.9,40,94.5,38,265.5,32,4183.5,35,1047.7,28,2393.2,42,742.6,9
WY,Wyoming,56,1992,466000,319.5,3.6,41,35,35,18,48,262.9,33,4255.6,30,671,45,3434.1,16,150.4,47
NE,Nebraska,31,1992,1606000,348.6,4.2,37,31.4,39,56.7,40,256.2,34,3975.5,39,714.6,42,3060,24,200.8,42
WI,Wisconsin,55,1992,5007000,275.7,4.4,36,26.3,45,119.8,34,125.3,45,4043.3,38,691.9,44,2919.9,28,431.5,27
DE,Delaware,11,1992,689000,621.2,4.6,35,85.8,2,151.2,24,379.5,24,4227.3,32,957.6,31,2963.6,26,306.1,36
OR,Oregon,41,1992,2977000,510.2,4.7,34,53.1,10,151.4,23,301.1,29,5310.7,14,1106.7,21,3670.6,9,533.5,18
WA,Washington,53,1992,5136000,534.5,5,33,72,4,139.8,25,317.8,27,5638.3,7,1121.7,18,4045.1,6,471.5,23
CT,Connecticut,10,1992,3281000,495.3,5.1,31,26.9,44,210.9,15,252.5,35,4557.6,24,1108.6,20,2726.7,37,722.3,11
NJ,New Jersey,34,1992,7789000,625.8,5.1,32,30.7,41,285.2,8,304.8,28,4438.5,25,969.4,30,2653.6,39,815.6,7
KY,Kentucky,21,1992,3755000,535.5,5.8,30,32.2,36,87.2,39,410.4,21,2788.1,50,729.1,41,1842.5,50,216.5,41
KS,Kansas,20,1992,2523000,510.8,6,29,41.3,23,129.9,29,333.7,26,4809.1,20,1293.7,12,3191.7,19,323.8,35
CO,Colorado,8,1992,3470000,578.8,6.2,27,47.3,14,120.5,33,404.9,22,5379.9,12,1090.9,24,3780.1,8,509,20
PA,Pennsylvania,42,1992,12009000,427,6.2,28,27.7,43,180.7,19,212.4,39,2965.7,46,631.5,47,1866.5,49,467.7,25
WV,West Virginia,54,1992,1812000,211.5,6.3,26,21.7,50,43.5,42,140,43,2398.2,51,622.9,48,1611.5,51,163.8,44
OK,Oklahoma,40,1992,3212000,622.8,6.5,25,48.4,13,136.2,28,431.6,19,4808.8,21,1359.8,11,2932.1,27,516.8,19
OH,Ohio,39,1992,11016000,525.9,6.6,24,52.1,11,199,16,268.2,31,4139.6,37,947.3,33,2721.3,38,471,24
AK,Alaska,2,1992,587000,660.5,7.5,23,98.6,1,109,36,445.3,18,4909,18,880.7,36,3531.2,14,497.1,22
AZ,Arizona,4,1992,3832000,670.8,8.1,22,43,20,153.1,22,466.6,14,6357.8,3,1411.7,7,4124.6,5,821.5,6
IN,Indiana,18,1992,5662000,508.5,8.2,21,42.4,21,122.2,32,335.7,25,4178.5,36,952.1,32,2776.1,32,450.3,26
VA,Virginia,51,1992,6377000,374.9,8.8,20,31.5,38,137.8,27,196.8,40,3923.6,40,709.1,43,2909,29,305.6,37
NM,New Mexico,35,1992,1581000,934.9,8.9,19,62.6,6,139.3,26,724.1,3,5499.2,11,1511.4,5,3609.9,11,377.9,28
FL,Florida,12,1992,13488000,1207.2,9,18,54.2,8,366.9,6,777.2,2,7151,2,1888.8,1,4434.3,2,828,4
MI,Michigan,26,1992,9437000,770.1,9.9,17,80,3,221.5,13,458.6,16,4840.5,19,1041.2,29,3173.5,21,625.8,14
SC,South Carolina,45,1992,3603000,944.5,10.4,15,57.5,7,170.6,20,706,4,4948.6,17,1378.5,9,3224.7,18,345.4,32
TN,Tennessee,47,1992,5024000,746.2,10.4,16,47.3,15,218.2,14,470.3,13,4389.6,28,1267.2,15,2546.5,40,575.9,17
MO,Missouri,29,1992,5193000,740.4,10.5,14,36.5,31,226.9,12,466.5,15,4356.7,29,1100.1,22,2759.3,35,497.4,21
NC,North Carolina,37,1992,6843000,681,10.6,13,35.9,34,186.8,17,447.7,17,5121.2,16,1653,3,3181.6,20,286.6,38
AR,Arkansas,5,1992,2399000,576.5,10.8,12,41.3,24,125.5,30,399,23,4185.2,34,1092.7,23,2763.2,34,329.3,34
NV,Nevada,32,1992,1327000,696.8,10.9,11,62.8,5,331.3,7,291.8,30,5506.9,10,1289.2,13,3520.3,15,697.4,12
AL,Alabama,1,1992,4136000,871.7,11,9,41.2,26,164.9,21,654.6,5,4396.4,27,1186,16,2848.2,30,362.3,30
GA,Georgia,13,1992,6751000,733.2,11,10,45.3,18,249.8,11,427.1,20,5672.3,6,1442.8,6,3653.1,10,576.4,16
IL,Illinois,17,1992,11631000,977.3,11.4,8,37.1,30,412.5,5,516.4,9,4788.1,22,1077.3,25,3091.9,23,618.8,15
MD,Maryland,24,1992,4908000,1000.1,12.1,7,46.4,16,429,3,512.6,10,5224.5,15,1131.2,17,3366.8,17,726.4,10
MS,Mississippi,28,1992,2614000,411.7,12.2,6,44.6,19,124.5,31,230.4,36,3870.7,41,1282.8,14,2251.4,46,336.5,33
CA,California,6,1992,30867000,1119.7,12.7,4,41.3,25,424.1,4,641.6,7,5559.8,9,1384.9,8,3137.8,22,1037.1,2
TX,Texas,48,1992,17656000,806.3,12.7,5,53.4,9,252.5,10,487.7,11,6251.6,4,1523.2,4,3906.8,7,821.7,5
NY,New York,36,1992,18119000,1122.1,13.2,3,28.4,42,596.9,2,483.5,12,4736.3,23,1068.2,27,2735.8,36,932.3,3
LA,Louisiana,22,1992,4287000,984.6,17.4,2,42.3,22,271.4,9,653.4,6,5561.9,8,1366.3,10,3567.5,12,628.1,13
DC,Columbia,9,1992,589000,2832.8,75.2,1,36.5,32,1266.4,1,1454.7,1,8574.2,1,1820.2,2,5205.9,1,1548,1
ME,Maine,23,1993,1239000,125.7,1.6,51,26.6,45,21.3,46,76.3,48,3028.2,45,719,40,2174.7,46,134.4,49
ND,North Dakota,38,1993,635000,82.2,1.7,50,23.5,50,8.3,51,48.7,51,2738.1,50,373.2,51,2216.2,45,148.7,48
NH,New Hampshire,33,1993,1125000,137.8,2,49,44.4,19,27.3,45,64.1,49,2767.2,48,515.1,50,2058,48,194,43
IA,Iowa,19,1993,2814000,325.5,2.3,48,24.4,48,53.9,42,244.8,34,3521,44,730.7,39,2599.4,40,190.8,44
ID,Idaho,16,1993,1099000,281.8,2.9,47,35.3,31,16.9,48,226.7,38,3563.3,43,668.8,42,2711.1,33,183.4,45
MT,Montana,30,1993,839000,177.5,3,46,27.9,42,32.4,44,114.2,47,4612.5,22,714.2,41,3652.1,10,246.2,40
UT,Utah,49,1993,1860000,301,3.1,45,44.6,17,58.6,41,194.7,40,4936.3,16,790.8,37,3903.4,6,242.2,41
MN,Minnesota,27,1993,4517000,353.9,3.4,42,61.9,5,112.7,36,175.8,42,4059,34,844.5,35,2872,27,342.6,31
SD,South Dakota,46,1993,715000,208.4,3.4,43,44.5,18,15,49,145.6,43,2749.8,49,549.2,49,2086,47,114.5,51
WY,Wyoming,56,1993,470000,286.2,3.4,44,34.3,34,17.2,47,231.3,36,3876.8,39,643.2,46,3078.7,20,154.9,47
VT,Vermont,50,1993,576000,114.2,3.6,41,39.8,25,9,50,61.8,50,3858.2,40,874.3,33,2851.2,28,132.6,50
HI,Hawaii,15,1993,1172000,261.2,3.8,40,33.6,37,103.6,37,120.1,46,6015.8,4,1135.7,15,4429.4,2,450.8,23
MA,Massachusetts,25,1993,6012000,804.9,3.9,37,33.4,38,175.7,21,592,7,4089,33,1001.7,26,2271.3,44,816.1,6
NE,Nebraska,31,1993,1607000,377.8,3.9,38,27.8,43,62.4,40,283.6,31,3903.2,38,663.5,44,2912.9,26,326.8,34
RI,Rhode Island,44,1993,1000000,401.7,3.9,39,28.6,40,101.1,38,268.1,32,4097.3,32,1040.9,21,2410.1,42,646.3,11
WI,Wisconsin,55,1993,5038000,264.4,4.4,36,25.2,47,113.4,35,121.4,45,3789.7,41,663,45,2762,32,364.7,29
OR,Oregon,41,1993,3032000,503.1,4.6,35,51.3,12,129.6,28,317.6,28,5262.5,12,1024.8,23,3656.9,9,580.7,17
DE,Delaware,11,1993,700000,685.9,5,34,77,2,186.7,19,417.1,22,4186.3,29,892,31,2979,24,315.3,37
WA,Washington,53,1993,5255000,514.6,5.2,33,64.4,4,137.1,27,307.9,29,5437.7,8,1067.2,20,3914.4,5,456.1,21
NJ,New Jersey,34,1993,7879000,626.9,5.3,32,28.1,41,296,8,297.5,30,4174,30,974,30,2486.1,41,714,8
CO,Colorado,8,1993,3566000,567.3,5.8,31,45.8,16,116.7,34,399,24,4959.5,15,1009.8,25,3499.4,14,450.3,24
OH,Ohio,39,1993,11091000,504.1,6,30,49.1,15,192.7,16,256.3,33,3981.2,36,878.1,32,2667.7,37,435.3,26
CT,Connecticut,10,1993,3277000,456.2,6.3,29,24.4,49,196.7,15,228.7,37,4194.2,28,978.1,29,2620.6,39,595.5,14
KS,Kansas,20,1993,2531000,496.4,6.4,28,40.1,24,123.6,30,326.3,26,4478.9,23,1132.2,17,3024,23,322.7,35
KY,Kentucky,21,1993,3789000,462.7,6.6,27,34.3,35,90.4,39,331.4,25,2797,47,740.1,38,1840.7,49,216.2,42
PA,Pennsylvania,42,1993,12048000,417.5,6.8,26,26.5,46,179,20,205.1,39,2853.9,46,582,48,1831.7,50,440.2,25
WV,West Virginia,54,1993,1820000,208.4,6.9,25,20.1,51,43,43,138.5,44,2324.2,51,599.1,47,1563.5,51,161.5,46
IN,Indiana,18,1993,5713000,489.1,7.5,24,39.1,26,119.8,33,322.6,27,3976,37,852,34,2695.9,35,428.1,27
NM,New Mexico,35,1993,1616000,929.7,8,23,52.1,11,138.4,26,731.1,4,5336.4,10,1421.2,5,3510.1,13,405.1,28
VA,Virginia,51,1993,6491000,372.2,8.3,22,32.1,39,142,24,189.8,41,3743.3,42,667.7,43,2790.1,30,285.5,39
OK,Oklahoma,40,1993,3231000,634.8,8.4,21,49.3,14,121.8,32,455.3,18,4659.4,20,1235,13,2943.7,25,480.7,20
AZ,Arizona,4,1993,3936000,715,8.6,20,37.8,27,162.9,22,505.7,12,6716.7,3,1465.5,4,4387.4,4,863.8,4
FL,Florida,12,1993,13679000,1206,8.9,19,53.8,9,357.6,6,785.7,2,7145,2,1835.4,2,4413.9,3,895.7,3
AK,Alaska,2,1993,599000,760.8,9,18,83.8,1,122.4,31,545.6,9,4807.2,18,816.9,36,3539.4,12,450.9,22
MI,Michigan,26,1993,9478000,791.5,9.8,17,71.1,3,238.5,12,472.1,14,4661,19,982.7,28,3063.2,21,615,12
AR,Arkansas,5,1993,2424000,593.3,10.2,15,42.4,22,124.9,29,415.8,23,4217.5,27,1099.3,18,2795.7,29,322.5,36
TN,Tennessee,47,1993,5099000,765.8,10.2,16,49.9,13,220.1,14,485.5,13,4473.8,25,1182.6,14,2700.2,34,591,16
SC,South Carolina,45,1993,3643000,1023.4,10.3,14,52.3,10,187.3,18,773.4,3,4880,17,1309.2,8,3226.8,17,344,30
NV,Nevada,32,1993,1389000,875.2,10.4,13,60.9,6,340.1,7,463.9,17,5304.9,11,1245,12,3321.6,15,738.3,7
MO,Missouri,29,1993,5234000,744.4,11.3,11,36.2,29,241.8,11,455.2,19,4351,26,1025.5,22,2777.8,31,547.7,19
NC,North Carolina,37,1993,6945000,679.3,11.3,12,34.3,36,192.4,17,441.3,20,4973,14,1515.8,3,3168.8,18,288.5,38
GA,Georgia,13,1993,6917000,723.1,11.4,9,35.4,30,248,10,428.3,21,5469.8,7,1307.3,9,3568.7,11,593.8,15
IL,Illinois,17,1993,11697000,959.7,11.4,10,34.6,33,381.2,5,532.6,10,4658.2,21,1015.5,24,3084,19,558.7,18
AL,Alabama,1,1993,4187000,780.4,11.6,8,35.1,32,159.5,23,574.3,8,4098.4,31,1088.6,19,2672,36,337.8,32
TX,Texas,48,1993,18031000,762.1,11.9,7,55,8,224.4,13,470.8,16,5677,6,1297.3,10,3687.3,8,692.3,9
MD,Maryland,24,1993,4965000,997.8,12.7,6,44,20,434.7,3,506.4,11,5108.7,13,1132.8,16,3292.5,16,683.4,10
CA,California,6,1993,31211000,1077.8,13.1,5,37.7,28,405.1,4,621.8,6,5379.1,9,1327,7,3029.1,22,1023,2
NY,New York,36,1993,18197000,1073.5,13.3,4,27.5,44,561.2,2,471.5,15,4477.8,24,998.6,27,2644.2,38,835,5
MS,Mississippi,28,1993,2643000,433.9,13.5,3,42.6,21,139.3,25,238.4,35,3984.4,35,1285.8,11,2363.5,43,335.1,33
LA,Louisiana,22,1993,4295000,1061.7,20.3,2,42.3,23,283.6,9,715.4,5,5784.9,5,1368.3,6,3802.9,7,613.7,13
DC,Columbia,9,1993,578000,2921.8,78.5,1,56.1,7,1229.6,1,1557.6,1,8839.3,1,1995.5,1,5449,1,1394.8,1
ND,North Dakota,38,1994,638000,81.8,0.2,51,23.4,50,11.1,51,47.2,51,2654.1,49,324.5,51,2178.5,46,151.1,48
VT,Vermont,50,1994,580000,96.9,1,50,27.6,40,12.2,50,56,49,3153.4,44,736.9,38,2267.9,44,148.6,49
NH,New Hampshire,33,1994,1137000,116.8,1.4,48,35.8,26,27.1,45,52.5,50,2624.2,50,463.9,50,1957.8,48,202.5,43
SD,South Dakota,46,1994,721000,227.6,1.4,49,42,20,18.7,47,165.5,43,2874.6,47,546.2,49,2207.5,45,120.9,51
IA,Iowa,19,1994,2829000,315.1,1.7,47,23.5,48,46.9,42,243,35,3339.5,43,667.1,43,2492.3,39,180.1,45
ME,Maine,23,1994,1240000,129.9,2.3,46,25.6,45,22.4,46,79.6,48,3142.8,45,720.8,40,2278.8,43,143.2,50
UT,Utah,49,1994,1908000,304.5,2.9,45,42.2,19,63.6,41,195.8,40,4996.4,14,790.8,36,3907.4,7,298.2,39
NE,Nebraska,31,1994,1623000,389.5,3.1,44,30.8,35,75.4,40,280.2,30,4050.9,33,675.5,42,2991.2,24,384.2,31
MN,Minnesota,27,1994,4567000,359,3.2,43,59.7,6,117.6,33,178.6,42,3982,36,791.7,35,2875.9,29,314.3,37
MT,Montana,30,1994,856000,177.1,3.3,42,27.2,42,32.7,44,113.9,47,4841.7,19,721.7,39,3833.8,8,286.2,40
WY,Wyoming,56,1994,476000,272.5,3.4,41,33.6,32,16.6,49,218.9,38,4017.2,35,650.6,44,3204.6,18,162,47
ID,Idaho,16,1994,1133000,285.8,3.5,39,27.9,39,18.4,48,235.9,37,3791.2,38,719.1,41,2877.1,28,195.1,44
MA,Massachusetts,25,1994,6041000,707.6,3.5,40,30.2,37,168.2,21,505.7,10,3733.4,40,881,30,2151.3,47,701,9
RI,Rhode Island,44,1994,997000,375.5,4.1,38,27.4,41,87.3,39,256.8,33,3743.5,39,912.8,26,2310.8,42,519.9,20
HI,Hawaii,15,1994,1179000,262.2,4.2,37,30.4,36,103.6,37,123.9,46,6418.3,4,1189.9,12,4687,2,541.4,18
WI,Wisconsin,55,1994,5082000,270.5,4.5,36,23.5,49,112.9,35,129.7,45,3673.8,42,645.9,45,2667.4,36,360.5,32
DE,Delaware,11,1994,706000,644.3,4.7,35,77.3,1,161.6,24,400.7,22,4245.2,27,877.9,31,2950.1,27,417.1,28
OR,Oregon,41,1994,3086000,520.6,4.9,34,43.2,17,138.2,28,334.4,26,5775.8,5,1100.8,17,3969.7,6,705.2,8
NJ,New Jersey,34,1994,7904000,614.2,5,33,24.9,46,288,8,296.2,29,4046.8,34,911.9,27,2474.9,41,660,10
CO,Colorado,8,1994,3656000,509.6,5.4,31,43.2,18,106.9,36,354,24,4808.8,20,925.7,25,3490.2,13,392.9,30
WV,West Virginia,54,1994,1822000,215.8,5.4,32,20.3,51,42.4,43,147.6,44,2312.6,51,585.8,47,1547.1,51,179.7,46
WA,Washington,53,1994,5343000,511.3,5.5,30,60.5,5,139.7,27,305.6,28,5516.3,8,1044.2,21,3971.5,5,500.5,23
PA,Pennsylvania,42,1994,12052000,426.7,5.9,29,26.1,43,186.7,17,208,39,2845.2,48,551.5,48,1844.3,50,449.3,25
OH,Ohio,39,1994,11102000,485.8,6,28,47.1,13,187.5,16,245.1,34,3975.7,37,866.3,32,2682.3,34,427.1,27
AK,Alaska,2,1994,606000,766.3,6.3,27,69,3,146.2,25,544.9,8,4941.7,17,800,34,3601.3,11,540.4,19
KY,Kentucky,21,1994,3827000,444,6.4,26,35.3,28,93.9,38,308.4,27,2893.3,46,750.4,37,1919.2,49,223.6,42
CT,Connecticut,10,1994,3275000,455.5,6.6,25,24.6,47,187.8,15,236.5,36,4092.5,31,889.8,29,2586.9,38,615.8,12
KS,Kansas,20,1994,2554000,443,6.7,24,41.3,22,115.1,34,279.9,31,4404,24,1121.2,16,2954.5,26,328.2,35
OK,Oklahoma,40,1994,3258000,651.5,6.9,23,49.6,10,128.1,32,466.8,14,4918.7,18,1251.2,10,3192.9,20,474.6,24
IN,Indiana,18,1994,5752000,525.1,7.9,22,35.6,27,130.2,30,351.5,25,4067.7,32,850.5,33,2782.4,32,434.8,26
FL,Florida,12,1994,13953000,1146.8,8.3,21,52.3,9,328.8,7,757.4,3,7103.2,3,1701,2,4490.6,4,911.5,4
VA,Virginia,51,1994,6552000,357.7,8.7,20,28.5,38,132.8,29,187.6,41,3689.9,41,638.8,46,2772,33,279.1,41
TN,Tennessee,47,1994,5175000,747.9,9.3,19,49.2,12,207.4,13,482,13,4371.9,25,1141.6,15,2670,35,560.3,16
SC,South Carolina,45,1994,3664000,1030.5,9.6,18,54.3,7,186.1,18,780.4,2,4970.4,15,1274,9,3336.6,17,359.8,33
MI,Michigan,26,1994,9496000,766.1,9.8,17,70.8,2,228.9,11,456.7,17,4679.1,21,967.2,24,3055.7,22,656.1,11
GA,Georgia,13,1994,7055000,667.7,10,16,34.7,31,222.6,12,400.4,23,5342.7,9,1153.9,14,3631.6,10,557.2,17
AZ,Arizona,4,1994,4075000,703.1,10.5,14,36,25,162,23,494.7,11,7221.4,2,1476.2,3,4678.5,3,1066.7,2
MO,Missouri,29,1994,5278000,743.5,10.5,15,37,24,230.7,10,465.2,16,4564.2,23,1053,19,2998.9,23,512.3,21
NM,New Mexico,35,1994,1654000,889.2,10.7,13,52.4,8,140.8,26,685.4,4,5298.5,10,1326.8,6,3466.9,14,504.8,22
NC,North Carolina,37,1994,7070000,655,10.9,12,33,34,181.2,19,429.9,20,4970.3,16,1472.7,4,3195.7,19,301.9,38
TX,Texas,48,1994,18378000,706.5,11,11,49.5,11,204.8,14,441.1,19,5165.9,12,1168.2,13,3395.1,15,602.6,14
NY,New York,36,1994,18169000,965.6,11.1,10,25.9,44,476.7,2,451.9,18,4105,30,906.2,28,2489.5,40,709.3,7
MD,Maryland,24,1994,5006000,948,11.6,9,40.7,23,402.5,3,493.3,12,5174.6,11,1043.4,22,3368.1,16,763,5
IL,Illinois,17,1994,11752000,960.9,11.7,7,33.3,33,372.6,4,543.3,9,4664.9,22,1005.1,23,3096.4,21,563.5,15
NV,Nevada,32,1994,1457000,1001.9,11.7,8,68.7,4,352.4,6,569.1,7,5675.6,7,1354.5,5,3561.6,12,759.4,6
CA,California,6,1994,31431000,1013,11.8,6,34.9,30,356.8,5,609.4,6,5160.8,13,1222.5,11,2957.7,25,980.6,3
AL,Alabama,1,1994,4219000,683.7,11.9,5,35.2,29,171.2,20,465.3,15,4219.4,28,1044.4,20,2843.1,30,331.8,34
AR,Arkansas,5,1994,2453000,595.1,12,4,41.9,21,128.7,31,412.5,21,4203.6,29,1097.1,18,2791.6,31,315,36
MS,Mississippi,28,1994,2669000,493.7,15.3,3,45.4,14,162.5,22,270.5,32,4343.3,26,1292.4,7,2646,37,405,29
LA,Louisiana,22,1994,4315000,981.9,19.8,2,44.6,15,267.2,9,650.3,5,5689.2,6,1279,8,3802.6,9,607.6,13
DC,Columbia,9,1994,570000,2662.6,70,1,43.7,16,1107.2,1,1441.8,1,8422.6,1,1760.9,1,5212.5,1,1449.3,1
ND,North Dakota,38,1995,641000,86.7,0.9,51,22.8,47,10,51,53,51,2779.6,49,350.7,51,2249.8,45,179.1,45
IA,Iowa,19,1995,2842000,354.4,1.8,48,21.8,48,53,42,277.8,31,3747.5,39,757.5,39,2767.2,34,222.8,44
NH,New Hampshire,33,1995,1148000,114.5,1.8,49,29,34,27.4,45,56.3,50,2540.9,50,418.6,50,1977.2,49,145.1,48
SD,South Dakota,46,1995,729000,207.5,1.8,50,41,19,25.9,47,138.8,45,2853.1,48,540.7,49,2191.5,47,120.9,51
ME,Maine,23,1995,1241000,131.4,2,47,21.4,49,26.9,46,81.1,48,3153.3,45,726.4,41,2292,44,134.8,50
WY,Wyoming,56,1995,480000,254.2,2.1,46,34.4,26,17.9,49,199.8,40,4066,35,612.1,44,3286.3,18,167.7,46
VT,Vermont,50,1995,585000,118.3,2.2,45,28.2,38,10.9,50,76.9,49,3315.4,44,760.9,38,2418.8,42,135.7,49
NE,Nebraska,31,1995,1637000,382,2.9,44,19.4,51,65.2,41,294.5,28,4162.5,28,631.9,42,3179.2,20,351.4,34
RI,Rhode Island,44,1995,990000,368,3.3,43,27,40,92.3,39,245.4,35,3876.6,38,932.7,23,2503,41,440.8,25
DE,Delaware,11,1995,717000,725,3.5,42,80.2,2,198.7,13,442.5,15,4433.8,26,905.3,27,3114.2,22,414.2,27
MA,Massachusetts,25,1995,6074000,687.2,3.6,41,29,35,150.4,25,504.2,11,3654.4,41,817.7,33,2232.2,46,604.5,13
MN,Minnesota,27,1995,4610000,356.1,3.9,39,56.2,7,123.7,33,172.2,42,4141.2,29,797.3,36,3002.5,27,341.5,36
UT,Utah,49,1995,1951000,328.8,3.9,40,42.7,15,67.1,40,215.1,37,5762,7,800.8,35,4572.1,4,389.1,29
MT,Montana,30,1995,870000,171.4,4,38,26.6,41,29.1,44,111.7,47,4626,20,581.6,46,3769.8,9,274.6,41
ID,Idaho,16,1995,1163000,322,4.1,36,28.4,36,24,48,265.5,33,4079.4,34,779.8,37,3057.6,24,242,43
OR,Oregon,41,1995,3141000,522.4,4.1,37,41.7,18,137.9,26,338.7,25,6041.5,5,1102.8,14,4236.7,6,702,7
WI,Wisconsin,55,1995,5123000,281.1,4.3,35,23.3,46,105.1,36,148.4,43,3604.6,43,613.2,43,2627.8,38,363.6,32
CT,Connecticut,10,1995,3275000,405.9,4.6,34,23.7,44,163.2,22,214.4,38,4097.3,33,888.4,28,2668.7,37,540.2,18
HI,Hawaii,15,1995,1187000,295.6,4.7,33,28.3,37,130.8,31,131.8,46,6902.9,3,1165.3,10,5046.9,2,690.7,8
WV,West Virginia,54,1995,1828000,210.2,4.9,32,21.2,50,42.7,43,141.4,44,2248,51,565,47,1516.6,51,166.3,47
NJ,New Jersey,34,1995,7945000,599.8,5.1,30,24.3,43,283,8,287.4,29,4103.9,32,875.2,29,2597.1,39,631.6,11
WA,Washington,53,1995,5431000,484.3,5.1,31,59.2,5,132.7,28,287.3,30,5785.5,6,1091.2,15,4140.3,7,554,17
OH,Ohio,39,1995,11151000,482.5,5.4,29,43.4,14,178.7,19,255,34,3922.7,37,838.8,30,2669,36,414.9,26
CO,Colorado,8,1995,3747000,440.2,5.8,28,39.5,20,96.2,38,298.7,27,4956.1,17,934.1,22,3634.5,12,387.5,30
KS,Kansas,20,1995,2565000,420.7,6.2,27,36.6,23,108.2,35,269.8,32,4466.2,23,1068.4,17,3074.3,23,323.5,38
PA,Pennsylvania,42,1995,12072000,427.3,6.3,26,25.2,42,189.3,14,206.5,39,2937.6,47,561.8,48,1963.1,50,412.7,28
KY,Kentucky,21,1995,3860000,364.7,7.2,25,31.9,32,103.7,37,222,36,2987,46,735.5,40,1992.4,48,259.1,42
FL,Florida,12,1995,14166000,1071,7.3,24,48.6,9,299.9,7,715.1,3,6630.6,4,1522.4,2,4322.4,5,785.8,4
VA,Virginia,51,1995,6618000,361.5,7.6,23,27.2,39,131.7,29,194.9,41,3627.7,42,595.2,45,2740,35,292.6,40
SC,South Carolina,45,1995,3673000,981.9,7.9,22,47.3,10,175.9,20,750.8,2,5081.8,13,1254.6,8,3441.8,16,385.4,31
IN,Indiana,18,1995,5803000,524.7,8,21,33.3,29,135.2,27,348.3,24,4106.8,31,821.6,32,2819.5,31,465.7,24
MI,Michigan,26,1995,9549000,687.8,8.5,19,62,3,187.3,15,430.1,16,4495,22,909.7,26,2939.7,28,645.5,10
NY,New York,36,1995,18136000,841.9,8.5,20,23.7,45,399.7,3,410,20,3718.3,40,808.1,34,2344.4,43,565.7,15
MO,Missouri,29,1995,5324000,663.8,8.8,17,32.1,31,204,12,418.8,19,4456.8,25,932.6,24,3050.9,25,473.3,23
NM,New Mexico,35,1995,1685000,819.2,8.8,18,56.6,6,154.5,24,599.3,6,5608.8,10,1447.1,3,3648.5,11,513.2,21
TX,Texas,48,1995,18724000,663.9,9,16,45.7,12,179.8,17,429.3,17,5020.5,14,1082.3,16,3377.8,17,560.4,16
AK,Alaska,2,1995,604000,770.9,9.1,15,80.3,1,155.1,23,526.3,9,4982.9,16,836.9,31,3624.3,13,521.7,20
NC,North Carolina,37,1995,7195000,646.4,9.4,14,32.2,30,179.2,18,425.5,18,4993.1,15,1417.6,4,3264.9,19,310.6,39
GA,Georgia,13,1995,7201000,657.1,9.5,13,35.3,25,205.2,11,407.1,21,5346.5,11,1059.9,18,3678.3,10,608.4,12
IL,Illinois,17,1995,11830000,996.1,10.3,12,36.5,24,330.8,5,618.5,5,4459.6,24,917.6,25,3019,26,523,19
AZ,Arizona,4,1995,4218000,713.5,10.4,10,33.6,27,173.8,21,495.7,12,7500.1,2,1416.8,5,4925.6,3,1157.7,2
AR,Arkansas,5,1995,2484000,553.2,10.4,11,37.2,22,125.7,32,379.8,23,4137.7,30,996.9,21,2815.4,32,325.4,37
TN,Tennessee,47,1995,5256000,771.5,10.6,9,47.1,11,223.2,10,490.5,14,4591.2,21,1143.2,11,2799.5,33,648.5,9
NV,Nevada,32,1995,1530000,945.2,10.7,8,61.2,4,324.6,6,548.7,8,5634.2,9,1322.5,6,3566.2,14,745.4,5
AL,Alabama,1,1995,4253000,632.4,11.2,6,31.7,33,185.8,16,403.7,22,4215.7,27,1024.8,20,2844.3,30,346.6,35
CA,California,6,1995,31589000,966,11.2,7,33.4,28,331.2,4,590.3,7,4865.1,19,1120.3,13,2856.9,29,887.9,3
MD,Maryland,24,1995,5042000,986.9,11.8,5,42.2,17,423.1,2,509.7,10,5307.9,12,1057.5,19,3532.8,15,717.6,6
OK,Oklahoma,40,1995,3278000,664.1,12.2,4,44.6,13,115.6,34,491.8,13,4932.7,18,1271.9,7,3164.3,21,496.4,22
MS,Mississippi,28,1995,2697000,502.8,12.9,3,39.1,21,130.9,30,319.9,26,4011.7,36,1131.1,12,2520.1,40,360.5,33
LA,Louisiana,22,1995,4342000,1007.4,17,2,42.7,16,268.6,9,679,4,5668.6,8,1231.7,9,3838.5,8,598.4,14
DC,Columbia,9,1995,554000,2661.4,65,1,52.7,8,1239,1,1304.7,1,9512.1,1,1838.4,1,5833.8,1,1839.9,1
